569220.30332710,5312003.62411068,0,24150030,164941015.229000
568384.29267439,5297750.92820607,1,24150033,27077984.472300
560512.48857336,5298917.50828846,2,24150034,232742088.527000
562185.33514612,5289227.69022094,3,24150035,13437454.629900
557910.67289161,5286574.65376212,4,24150037,8967559.669610
553425.07570533,5286870.93248616,5,24150038,10579840.888400
555704.89141307,5285032.27485734,6,24150039,1070764.862470
555650.32359452,5284353.46126789,7,24150040,578924.396310
556427.89747883,5284483.28592977,8,24150041,250383.061061
556397.16472339,5283022.70657566,9,24150042,1661084.766580
553606.98662204,5281560.85489449,10,24150044,19755942.240700
552153.46498358,5285433.08135991,11,24150045,9346073.822580
548095.74358967,5283018.85887173,12,24150046,39962362.299000
542529.94359923,5282035.32784313,13,24150047,36722156.907100
544639.13075345,5287400.00016462,14,24150049,25404043.421000
549678.93229876,5288977.92568379,15,24150050,760167.832380
546999.79875027,5291463.42889400,16,24150051,23588454.762500
550351.65453867,5289045.12967633,17,24150052,184918.653430
551208.55834806,5288794.60041555,18,24150053,396984.439328
550365.83716921,5287968.68349395,19,24150054,3664590.594550
550285.75526327,5292676.11637498,20,24150055,22225952.408200
555134.48361763,5289814.85458120,21,24150056,20591647.715800
537459.65829261,5292492.69150950,22,24150059,71837904.178800
536436.26922685,5287412.13240069,23,24150060,33259728.200600
535926.70317721,5282386.57381694,24,24150061,24126429.266200
540473.66621397,5277228.86666616,25,24160029,48059513.015600
534923.66286800,5274753.72241126,26,24160030,52593560.734900
530607.06658891,5273828.55095940,27,24160031,33000244.588500
528839.14454884,5284401.88472860,28,24160032,130866560.614000
519648.01466616,5273356.39408709,29,24160033,174553332.612000
515540.24179788,5257600.34275710,30,24160034,424342081.104000
524735.43294592,5256881.63828526,31,24160036,48470122.610200
528608.12356923,5260779.32918676,32,24160037,2296032.717440
530316.29352991,5260404.73200098,33,24160038,164469.568204
530301.98033841,5261039.32217210,34,24160039,871923.513997
531017.43379023,5260410.59806684,35,24160040,126006.660836
533179.33276049,5264460.40042417,36,24160043,22311066.460800
531134.91131088,5265930.59140750,37,24160044,25445611.800600
542239.53203609,5268823.18819538,38,24160045,120330482.419000
541059.78435409,5256764.29607189,39,24160048,15606976.349600
529598.02457357,5259166.03125194,40,24160052,938815.326095
552179.68930741,5237209.61828941,41,24170035,13684584.069600
549884.51644136,5235648.88929050,42,24170036,288050.930556
549800.07635700,5234953.75193018,43,24170037,768399.591307
548564.77960782,5231466.32651201,44,24170038,16040001.610700
552039.89377353,5232669.50394912,45,24170039,33972989.130200
552910.39610758,5229295.66817755,46,24170040,14491476.032900
556023.32992736,5228639.86512385,47,24170041,88795386.732000
547824.09901358,5222944.60637519,48,24170042,51634712.932200
546093.23342719,5221744.62758240,49,24170043,9579303.242290
544116.40797620,5217375.86320367,50,24170044,22792658.075100
541220.86333667,5220201.00566969,51,24170045,19785927.879200
542087.27878785,5222899.28056377,52,24170046,9440687.869590
543550.59046374,5224776.90741063,53,24170047,5035031.953660
555483.65766068,5214087.98552559,54,24170049,231501128.334000
571428.99553032,5225857.20384063,55,24170052,169813785.189000
578949.99643932,5223528.55577100,56,24170054,32706248.168900
576109.22640731,5219389.40553994,57,24170055,459091.146184
570679.58769396,5215626.52198347,58,24170056,94558827.035700
575425.05370093,5208977.91141384,59,24170057,95257614.404400
583163.69345925,5206586.37375649,60,24170058,36336144.898300
587511.06374508,5209399.75520521,61,24170061,212469.104378
584769.44676038,5212971.60735284,62,24170063,49906325.457400
565400.64863506,5201937.40644754,63,24170066,180485368.960000
537391.26392483,5216715.72643664,64,24180041,7420479.169550
536641.89811647,5214955.80655899,65,24180042,1038580.502700
535786.78064934,5213602.88993280,66,24180043,6707882.630380
536984.26837331,5212828.49653044,67,24180044,21542754.126600
530901.50600955,5209968.03420211,68,24180045,713014.342526
529875.35267825,5209413.77960188,69,24180047,351658.990665
529575.55697418,5209050.18329483,70,24180048,227734.038067
530861.24348375,5209079.79299883,71,24180049,3908939.779720
528729.33012230,5208142.15256607,72,24180050,679042.569906
529203.70528423,5207904.02250716,73,24180051,438104.456715
531099.07990551,5206850.05593990,74,24180052,20332607.951800
526672.92754394,5204813.69073815,75,24180053,14105713.057900
524286.13777529,5206471.64710671,76,24180054,9394377.410810
527347.14983261,5207581.24137788,77,24180056,699278.616903
527888.73034875,5208187.93904036,78,24180057,158028.145489
528136.86453678,5207783.63643961,79,24180058,447040.944171
528169.05425782,5208232.15828690,80,24180059,134229.575747
528464.23223384,5208435.38994261,81,24180060,121794.500451
528217.81481747,5208619.06483692,82,24180061,102721.729688
528525.31427938,5208848.87331820,83,24180062,173233.925811
528800.62021358,5209352.51621129,84,24180064,151044.078882
529012.17911272,5209047.75793611,85,24180065,147736.764638
521430.82804289,5201086.35367743,86,24180066,18204445.048300
527015.25783434,5197797.17031724,87,24180067,76117442.040900
520724.48597654,5193672.28651873,88,24180068,70544946.632100
517579.08326206,5196532.03370257,89,24180069,14152606.194100
515539.92966556,5197284.29462364,90,24180070,10404114.736300
514906.94202917,5199935.13811581,91,24180071,12524476.085200
518028.26595386,5202789.62193326,92,24180073,11802761.040800
532973.36094772,5202836.69517700,93,24180074,59350061.773700
540489.06207074,5195771.08317118,94,24180075,158702198.903000
536470.81303196,5187592.79669781,95,24180076,93112056.297000
545878.61316539,5186253.45920419,96,24180077,46050400.029600
549105.78529506,5180388.34251768,97,24180078,117811650.519000
555560.54410861,5193646.16148499,98,24180079,261067173.932000
543672.64087427,5207156.44372398,99,24180080,164092064.406000
567338.24359583,5184872.31625157,100,24180081,83198839.345600
562468.44679809,5177817.50520427,101,24180082,110040361.670000
558179.89214744,5172144.51326712,102,24180086,77153052.966400
510806.99412864,5195624.18979009,103,24190047,41325514.108700
504371.64519887,5193385.66438852,104,24190048,34280033.232700
501144.96026344,5194226.04069193,105,24190049,7506754.488290
497431.73188418,5189240.53537102,106,24190052,32278139.520200
495705.28642924,5190187.30420369,107,24190053,4730828.741030
501133.69936469,5187283.94638188,108,24190055,26140343.524500
500007.11271218,5184593.48506664,109,24190056,359047.610069
500681.04687149,5184588.61895190,110,24190057,4021061.371370
500012.50748287,5181653.91334077,111,24190058,64040653.835100
506892.86289195,5182112.68475822,112,24190059,19931845.559400
504572.16851850,5178267.55016772,113,24190060,238655.328757
508518.82975894,5178105.41584355,114,24190061,47702041.012200
502021.06814410,5175721.11744715,115,24190062,21445627.183200
504174.88894923,5169872.81793040,116,24190063,29603827.847100
507496.00832898,5170874.52742933,117,24190064,21397441.898400
509927.63891230,5172992.12135064,118,24190065,19138214.613700
514777.29286429,5170846.08121711,119,24190066,67624457.405100
511331.89502723,5164834.48992912,120,24190067,28095677.336900
507246.71092237,5166173.30773546,121,24190068,868425.952721
506210.19473693,5165821.13694774,122,24190069,574100.829448
504360.21082141,5166190.94883838,123,24190070,7579100.962120
503098.18146331,5164040.97440216,124,24190071,17089382.009500
500834.96493755,5167480.36080150,125,24190072,6912628.294220
498869.46555894,5168447.39417928,126,24190073,360071.275573
498398.95558936,5169171.16997298,127,24190074,798387.398717
499749.13161636,5170806.38181957,128,24190075,16651461.118500
496483.39389994,5171215.91744778,129,24190076,16784516.702700
496097.52054071,5166421.80481644,130,24190077,33324735.158100
494347.43868267,5173626.11677270,131,24190078,47486966.097500
